Category,Dataset,Model,Categories_Distances,Num_Features,AIC,F1
ChEMBL,assays_both_0_50_ac3_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
ChEMBL,assays_both_0_70_ac5_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
ChEMBL,assays_horizontal_50_ac4_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
ChEMBL,assays_vertical_50_ac2_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
ChEMBL,assays_both_50_1_ac2_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
ChEMBL,assays_both_0_30_ec_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
ChEMBL,assays_both_50_50_ec_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
ChEMBL,assays_both_0_1_ac4_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
ChEMBL,assays_vertical_1_ac1_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_30_ac5_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_1_ac1_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_70_ac2_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_50_ac5_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_1_ac5_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_70_ac3_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_70_ac5_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_50_ac5_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_horizontal_100_ac1_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_50_ac2_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_50_ac4_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_horizontal_0_ac1_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_horizontal_50_ac4_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_30_ac1_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_50_ec_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_1_ec_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_1_ec_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_30_ac4_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_horizontal_50_ac1_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_50_ac5_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_50_ac3_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_70_ac5_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_50_ac4_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_1_ec_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_70_ac4_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_vertical_50_ac3_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_30_ac3_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_30_ac5_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_0_30_ac4_ev,bert-base-uncased,Spectral,5,10.39330819475398,0.0
TPC_DI,prospect_both_50_1_ac2_av,bert-base-uncased,Spectral,5,10.39330819475398,0.0
